age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente_pourcent,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
35,M,4968,Divorce,Commercial,CadreCommercial,1,5,5,2,4,3,2,4,4,3,3,Non,0.11,Non,1,3,11,2,Marketing,Frequent,0,2
49,M,13120,Marie,Commercial,CadreCommercial,6,22,9,8,4,2,4,2,2,3,3,Non,0.17,Non,1,3,8,4,Entrepreunariat,Occasionnel,2,3
34,M,4033,Celibataire,Consulting,TechLead,2,5,3,2,4,3,2,3,4,2,3,Non,0.11,Non,0,3,2,2,InfraCloud,Frequent,0,2
29,F,3291,Divorce,Consulting,AssistantdeDirection,0,8,7,5,4,3,1,2,4,2,3,Non,0.14,Non,2,2,10,3,InfraCloud,Frequent,1,1
42,M,4272,Celibataire,Consulting,Consultant,4,16,1,0,2,1,2,4,1,3,3,Non,0.19,Non,0,3,29,3,TransformationDigitale,Occasionnel,0,0
29,M,5056,Marie,Consulting,TechLead,1,10,10,7,2,2,2,4,3,2,3,Oui,0.15,Non,1,2,8,1,TransformationDigitale,Occasionnel,1,2
38,M,2844,Marie,RessourcesHumaines,RessourcesHumaines,1,7,7,6,3,4,1,3,4,4,3,Non,0.13,Non,1,2,1,3,RessourcesHumaines,Occasionnel,5,0
28,M,2703,Divorce,Consulting,AssistantdeDirection,1,3,3,1,3,2,1,3,4,3,3,Oui,0.14,Non,1,2,6,3,InfraCloud,Frequent,0,2
18,M,1904,Celibataire,Consulting,Consultant,1,0,0,0,3,3,1,3,4,3,3,Non,0.12,Oui,0,0,8,1,TransformationDigitale,Aucun,0,0
33,F,8224,Celibataire,Commercial,CadreCommercial,0,6,5,2,1,3,2,1,1,3,3,Oui,0.17,Oui,0,3,9,4,Marketing,Occasionnel,0,3
41,M,4766,Marie,Consulting,Consultant,3,6,1,0,2,3,1,4,1,3,3,Oui,0.11,Non,1,4,12,4,InfraCloud,Occasionnel,0,0
31,M,2610,Marie,Consulting,Consultant,1,2,2,2,3,3,1,3,3,2,3,Non,0.12,Oui,1,5,15,3,TransformationDigitale,Frequent,2,2
37,F,5731,Divorce,Consulting,Manager,7,9,6,2,3,2,2,4,3,3,3,Non,0.13,Non,2,2,25,2,TransformationDigitale,Occasionnel,1,3
27,M,2539,Marie,Consulting,AssistantdeDirection,1,4,4,2,4,2,1,3,3,3,3,Non,0.13,Non,1,0,6,3,InfraCloud,Occasionnel,2,2
34,F,5714,Marie,Commercial,CadreCommercial,1,6,6,5,2,3,2,3,1,2,4,Non,0.2,Non,0,3,9,1,InfraCloud,Occasionnel,1,3
35,M,4323,Celibataire,RessourcesHumaines,RessourcesHumaines,1,6,5,4,3,3,1,3,2,1,3,Non,0.17,Non,0,2,8,4,Entrepreunariat,Occasionnel,1,4
29,F,7336,Marie,Commercial,CadreCommercial,1,11,11,8,4,2,3,1,1,1,3,Non,0.13,Oui,1,3,23,1,InfraCloud,Occasionnel,3,10
40,F,13499,Celibataire,Consulting,DirecteurTechnique,9,20,18,7,2,3,3,3,3,2,3,Non,0.17,Non,0,3,9,4,TransformationDigitale,Frequent,2,13
42,M,13758,Celibataire,Commercial,CadreCommercial,0,22,21,9,3,3,4,1,2,2,3,Oui,0.12,Oui,0,2,12,3,InfraCloud,Frequent,13,14
42,M,5155,Celibataire,Commercial,CadreCommercial,7,9,6,4,2,3,2,1,4,4,3,Non,0.13,Non,0,3,4,4,Marketing,Occasionnel,1,5
35,M,2258,Marie,Consulting,Consultant,6,10,8,0,4,2,1,3,2,3,3,Non,0.12,Non,1,2,1,4,TransformationDigitale,Occasionnel,1,7
24,M,3597,Celibataire,Consulting,Consultant,8,6,4,3,4,3,1,2,4,3,4,Non,0.22,Non,0,2,24,3,TransformationDigitale,Occasionnel,1,2
28,F,2515,Marie,Consulting,Consultant,1,1,1,1,3,3,1,4,4,2,3,Oui,0.11,Oui,0,4,12,1,InfraCloud,Occasionnel,0,0
26,M,4420,Marie,Consulting,Consultant,1,8,8,7,1,4,1,4,2,3,4,Non,0.22,Non,1,2,3,4,TransformationDigitale,Occasionnel,0,7
30,M,6578,Marie,Commercial,CadreCommercial,1,10,10,3,3,2,2,3,1,3,3,Non,0.18,Non,1,3,10,3,Marketing,Occasionnel,1,4
40,F,4422,Marie,Consulting,AssistantdeDirection,3,16,1,1,3,2,2,4,4,1,3,Oui,0.13,Non,1,3,26,2,TransformationDigitale,Frequent,0,0
35,M,10274,Divorce,Consulting,TechLead,2,15,7,7,3,2,3,2,2,4,3,Non,0.18,Non,1,2,2,3,InfraCloud,Occasionnel,6,4
34,M,5343,Celibataire,Consulting,Manager,0,14,13,9,4,2,2,1,3,3,4,Non,0.2,Non,0,3,1,3,TransformationDigitale,Frequent,4,9
35,M,2376,Marie,Consulting,Consultant,1,2,2,2,4,2,1,4,2,4,3,Non,0.13,Non,1,2,4,4,Autre,Frequent,2,2
43,F,5346,Celibataire,Commercial,CadreCommercial,8,7,4,3,1,1,2,3,2,2,3,Non,0.13,Oui,0,2,9,3,Marketing,Occasionnel,1,3
32,F,2827,Divorce,Commercial,ReprésentantCommercial,1,1,1,0,3,3,1,1,3,3,3,Non,0.12,Non,3,3,2,1,InfraCloud,Aucun,0,0
56,F,19943,Divorce,Consulting,SeniorManager,4,28,5,2,4,3,5,1,4,3,3,Non,0.13,Non,1,2,4,4,Entrepreunariat,Occasionnel,4,2
29,F,3131,Marie,Consulting,Consultant,1,10,10,8,2,3,1,4,1,3,3,Non,0.13,Non,1,5,6,1,TransformationDigitale,Occasionnel,0,8
19,M,2552,Celibataire,Consulting,AssistantdeDirection,1,1,1,1,3,3,1,1,3,3,4,Non,0.25,Non,0,4,9,2,InfraCloud,Occasionnel,0,0
45,F,4477,Marie,Consulting,AssistantdeDirection,4,7,3,2,1,3,1,3,3,2,3,Oui,0.19,Non,1,2,7,3,TransformationDigitale,Occasionnel,0,2
37,F,6474,Marie,Consulting,TechLead,1,14,14,8,4,2,2,4,2,2,3,Non,0.13,Non,1,2,1,3,InfraCloud,Occasionnel,3,11
20,M,3033,Celibataire,Consulting,Consultant,1,2,2,2,1,2,1,3,1,2,3,Non,0.12,Non,0,2,3,3,InfraCloud,Occasionnel,1,2
44,M,2936,Celibataire,Consulting,AssistantdeDirection,1,6,6,4,3,3,1,3,3,3,3,Oui,0.11,Oui,0,4,10,4,InfraCloud,Occasionnel,0,2
53,F,18606,Divorce,Consulting,SeniorManager,3,26,7,7,4,3,5,3,2,3,3,Non,0.18,Non,1,6,7,2,TransformationDigitale,Occasionnel,4,7
29,F,2168,Marie,Consulting,AssistantdeDirection,0,6,5,4,2,1,1,4,1,2,3,Oui,0.18,Non,1,2,15,1,InfraCloud,Occasionnel,1,3
22,M,2853,Marie,Consulting,AssistantdeDirection,0,1,0,0,3,2,1,4,2,3,3,Oui,0.11,Oui,1,5,3,4,InfraCloud,Frequent,0,0
46,F,17048,Marie,Commercial,SeniorManager,8,28,26,15,3,3,4,1,1,3,4,Non,0.23,Non,0,2,2,3,Marketing,Occasionnel,15,9
44,M,2290,Celibataire,Consulting,AssistantdeDirection,2,6,0,0,4,1,1,3,4,3,3,Non,0.13,Non,0,3,17,3,InfraCloud,Aucun,0,0
33,M,3600,Marie,RessourcesHumaines,RessourcesHumaines,1,5,5,4,2,3,1,3,4,3,3,Non,0.13,Non,1,2,2,3,RessourcesHumaines,Occasionnel,1,4
41,M,2107,Divorce,Consulting,AssistantdeDirection,6,5,1,0,1,2,1,1,1,1,3,Non,0.17,Oui,1,2,5,2,InfraCloud,Aucun,0,0
30,M,4115,Divorce,Commercial,CadreCommercial,8,8,4,3,3,3,2,1,3,3,3,Non,0.19,Non,3,3,29,4,InfraCloud,Occasionnel,0,3
40,M,4327,Marie,Commercial,CadreCommercial,5,5,0,0,2,3,2,2,4,3,3,Non,0.12,Non,3,2,2,4,TransformationDigitale,Frequent,0,0
50,F,17856,Marie,Consulting,SeniorManager,2,32,2,2,4,3,4,1,3,3,4,Non,0.22,Non,1,3,2,3,TransformationDigitale,Frequent,2,2
28,M,3196,Marie,Consulting,Consultant,1,6,6,5,4,2,1,1,3,3,3,Non,0.12,Non,3,2,19,4,TransformationDigitale,Occasionnel,3,3
46,M,19081,Marie,Consulting,DirecteurTechnique,5,25,4,2,4,3,5,2,1,3,3,Non,0.11,Non,1,2,15,2,InfraCloud,Occasionnel,0,3
35,M,8966,Marie,Commercial,CadreCommercial,3,15,7,7,3,3,2,1,4,3,3,Oui,0.15,Non,3,2,17,4,InfraCloud,Occasionnel,1,7
24,F,2210,Marie,Consulting,Consultant,1,1,1,0,4,3,1,2,1,1,3,Non,0.13,Oui,1,3,17,2,InfraCloud,Occasionnel,0,0
33,F,4539,Marie,Commercial,CadreCommercial,1,10,10,7,2,3,2,3,1,2,3,Non,0.12,Non,1,3,25,3,TransformationDigitale,Frequent,0,1
36,M,2741,Divorce,Consulting,Consultant,1,7,7,7,3,1,1,3,3,3,3,Non,0.14,Non,1,4,6,4,InfraCloud,Occasionnel,1,7
30,M,3491,Divorce,Consulting,Consultant,1,10,10,7,3,3,2,3,1,2,3,Non,0.13,Non,3,4,7,4,InfraCloud,Occasionnel,8,9
44,M,4541,Celibataire,Consulting,AssistantdeDirection,1,20,20,11,4,3,2,4,2,3,4,Non,0.25,Non,0,3,29,4,Autre,Occasionnel,13,17
20,M,2678,Celibataire,Commercial,ReprésentantCommercial,1,2,2,1,3,4,1,4,4,3,3,Non,0.17,Non,0,2,21,3,Marketing,Occasionnel,2,2
46,M,7379,Divorce,Consulting,TechLead,2,12,6,3,4,3,2,4,3,2,3,Non,0.11,Non,1,3,2,4,Entrepreunariat,Occasionnel,1,4
42,M,6272,Marie,RessourcesHumaines,RessourcesHumaines,7,10,4,3,4,4,2,1,1,4,3,Non,0.16,Non,1,3,2,5,TransformationDigitale,Aucun,0,3
60,M,5220,Divorce,Commercial,CadreCommercial,0,12,11,7,2,4,2,4,2,3,3,Oui,0.18,Non,1,3,7,4,Marketing,Occasionnel,1,9
32,F,2743,Marie,Consulting,Consultant,1,2,2,2,3,2,1,2,3,3,4,Non,0.2,Non,1,2,13,3,Autre,Frequent,2,2
32,F,4998,Celibataire,Consulting,AssistantdeDirection,4,10,8,7,4,3,2,3,4,3,3,Oui,0.14,Non,0,2,2,2,InfraCloud,Frequent,0,7
36,F,10252,Divorce,Consulting,TechLead,2,17,7,7,3,1,3,1,3,3,4,Oui,0.21,Non,1,2,1,3,Entrepreunariat,Occasionnel,7,7
33,M,2781,Marie,Consulting,AssistantdeDirection,0,15,14,10,1,3,1,4,2,3,3,Non,0.13,Non,1,5,9,3,TransformationDigitale,Occasionnel,4,10
40,F,6852,Divorce,Commercial,CadreCommercial,7,7,5,1,2,2,2,2,2,4,3,Non,0.12,Non,1,2,10,3,Entrepreunariat,Occasionnel,1,3
25,M,4950,Celibataire,Commercial,CadreCommercial,0,5,4,3,3,3,2,4,2,3,3,Non,0.14,Non,0,4,10,4,InfraCloud,Occasionnel,1,1
30,M,3579,Marie,Consulting,AssistantdeDirection,0,12,11,9,4,3,1,2,1,3,4,Oui,0.21,Non,1,2,1,3,TransformationDigitale,Occasionnel,5,7
42,F,13191,Marie,Consulting,DirecteurTechnique,3,20,1,0,1,3,3,1,3,3,3,Oui,0.17,Non,0,6,26,5,TransformationDigitale,Frequent,0,0
35,F,10377,Marie,Commercial,CadreCommercial,4,16,13,2,3,2,3,4,2,2,3,Oui,0.11,Non,1,6,8,2,Marketing,Aucun,4,12
27,M,2235,Marie,Consulting,AssistantdeDirection,1,9,9,7,1,3,1,1,4,2,3,Oui,0.14,Non,2,3,14,3,InfraCloud,Occasionnel,6,8
54,F,10502,Divorce,Consulting,TechLead,7,33,5,4,4,3,3,3,1,1,3,Non,0.17,Non,1,2,1,4,InfraCloud,Frequent,1,4
44,F,2011,Marie,Consulting,AssistantdeDirection,1,10,10,5,1,4,1,4,4,3,3,Non,0.13,Non,1,5,2,1,InfraCloud,Occasionnel,7,7
19,F,1859,Celibataire,Consulting,AssistantdeDirection,1,1,1,1,1,2,1,2,2,4,4,Oui,0.25,Oui,0,2,10,3,TransformationDigitale,Aucun,0,0
29,F,3760,Divorce,Consulting,AssistantdeDirection,1,3,3,2,1,3,1,4,1,3,3,Non,0.15,Non,3,5,1,3,InfraCloud,Occasionnel,1,2
54,M,17779,Marie,Consulting,DirecteurTechnique,3,36,10,9,4,3,4,4,1,3,3,Non,0.14,Non,0,2,3,3,InfraCloud,Occasionnel,0,9
31,M,6833,Marie,Consulting,Manager,1,6,6,5,3,3,2,1,4,2,3,Oui,0.12,Non,0,2,11,2,TransformationDigitale,Occasionnel,0,1
31,F,6812,Celibataire,Consulting,Manager,1,10,10,9,3,2,2,1,2,3,3,Non,0.19,Non,0,2,24,3,TransformationDigitale,Occasionnel,1,8
59,F,5171,Celibataire,Commercial,CadreCommercial,5,13,6,1,3,2,2,4,4,3,3,Non,0.17,Non,0,2,3,3,InfraCloud,Occasionnel,0,5
43,M,19740,Marie,Consulting,DirecteurTechnique,3,25,8,7,3,1,5,4,2,3,3,Non,0.14,Non,1,2,3,3,InfraCloud,Occasionnel,0,7
49,M,18711,Marie,Consulting,SeniorManager,2,23,1,0,1,2,5,3,3,4,3,Non,0.13,Non,1,2,4,2,TransformationDigitale,Occasionnel,0,0
36,M,3692,Marie,Consulting,AssistantdeDirection,1,12,11,10,3,3,1,2,3,2,3,Non,0.12,Non,0,2,3,3,Entrepreunariat,Frequent,0,7
48,M,2559,Celibataire,Consulting,Consultant,5,7,1,0,4,4,1,2,3,2,3,Non,0.11,Non,0,4,2,2,Entrepreunariat,Occasionnel,0,0
27,M,2517,Divorce,Consulting,AssistantdeDirection,1,5,5,3,1,3,1,3,2,3,3,Non,0.11,Non,3,2,4,2,InfraCloud,Occasionnel,0,3
29,M,6623,Divorce,Consulting,Manager,1,6,6,0,3,3,2,4,2,3,3,Oui,0.11,Non,2,2,7,3,InfraCloud,Occasionnel,1,0
48,M,18265,Celibataire,Consulting,DirecteurTechnique,6,25,1,0,4,2,5,4,3,4,3,Non,0.12,Non,0,3,1,3,InfraCloud,Occasionnel,0,0
29,F,16124,Divorce,Consulting,DirecteurTechnique,3,9,7,7,4,2,4,4,2,2,3,Non,0.14,Non,2,2,1,3,InfraCloud,Occasionnel,1,7
34,F,2585,Marie,Consulting,AssistantdeDirection,0,2,1,0,3,4,1,3,4,2,3,Non,0.17,Non,0,5,20,3,Entrepreunariat,Occasionnel,0,0
44,M,18213,Marie,Commercial,SeniorManager,7,26,22,9,2,3,5,2,3,3,3,Non,0.11,Non,1,5,5,3,Marketing,Occasionnel,3,10
33,M,8380,Divorce,Commercial,CadreCommercial,0,10,9,8,4,4,3,3,4,3,3,Oui,0.14,Non,2,3,10,5,Marketing,Occasionnel,0,8
19,F,2994,Celibataire,Consulting,AssistantdeDirection,1,1,1,0,2,4,1,4,4,3,3,Oui,0.12,Non,0,2,25,3,InfraCloud,Occasionnel,0,1
23,M,1223,Marie,Consulting,AssistantdeDirection,1,1,1,0,4,3,1,3,4,3,4,Non,0.22,Non,1,2,1,2,InfraCloud,Occasionnel,0,1
25,M,1118,Celibataire,Commercial,ReprésentantCommercial,1,1,1,0,3,1,1,4,4,3,3,Oui,0.14,Oui,0,4,24,1,InfraCloud,Frequent,1,0
26,M,2875,Celibataire,Consulting,AssistantdeDirection,1,8,8,5,3,3,1,4,2,2,4,Oui,0.2,Non,0,2,4,2,InfraCloud,Occasionnel,2,2
45,F,18824,Celibataire,Commercial,SeniorManager,2,26,24,10,1,1,5,2,1,3,3,Oui,0.16,Oui,0,2,2,3,Marketing,Occasionnel,1,11
55,M,13577,Divorce,Consulting,Manager,1,34,33,9,4,2,4,2,4,3,3,Oui,0.15,Non,1,3,8,1,TransformationDigitale,Aucun,15,0
21,F,2625,Celibataire,Consulting,Consultant,1,2,2,2,1,2,1,3,3,1,4,Non,0.2,Oui,0,2,10,2,InfraCloud,Frequent,2,2
46,F,18789,Marie,Commercial,SeniorManager,2,26,11,4,4,2,5,2,3,3,3,Non,0.14,Non,1,2,4,2,Marketing,Occasionnel,0,8
34,F,4538,Celibataire,Commercial,CadreCommercial,0,4,3,2,3,3,2,1,4,3,3,Oui,0.12,Non,0,3,2,3,Marketing,Occasionnel,0,2
51,M,19847,Divorce,Commercial,SeniorManager,4,31,29,10,4,3,5,2,1,2,4,Oui,0.24,Non,1,5,9,3,InfraCloud,Frequent,11,10
59,M,10512,Celibataire,Consulting,TechLead,6,25,9,7,4,3,3,4,4,2,3,Non,0.12,Non,0,6,18,4,TransformationDigitale,Occasionnel,5,4
34,F,4444,Divorce,Consulting,Consultant,4,15,11,8,3,3,2,2,3,4,3,Non,0.13,Non,2,2,19,3,TransformationDigitale,Frequent,5,10
28,M,2154,Celibataire,Consulting,Consultant,0,5,4,2,4,3,1,3,3,2,3,Oui,0.11,Non,0,2,1,4,TransformationDigitale,Frequent,0,2
44,M,19190,Divorce,Consulting,SeniorManager,1,26,25,9,3,4,5,1,4,2,3,Non,0.14,Non,2,4,4,2,InfraCloud,Occasionnel,14,13
34,M,4490,Marie,RessourcesHumaines,RessourcesHumaines,4,14,10,9,3,2,2,2,4,4,3,Non,0.11,Non,2,5,11,3,InfraCloud,Frequent,1,8
35,M,3506,Marie,Consulting,AssistantdeDirection,0,4,3,2,3,3,1,3,4,3,3,Oui,0.14,Non,0,3,6,1,InfraCloud,Occasionnel,2,2
42,F,2372,Marie,Consulting,AssistantdeDirection,6,18,1,0,2,4,2,2,4,3,3,Oui,0.16,Non,0,2,7,4,TransformationDigitale,Occasionnel,0,0
43,F,10231,Celibataire,Commercial,CadreCommercial,3,23,21,7,4,2,3,4,4,4,3,Non,0.14,Non,0,3,4,4,Marketing,Occasionnel,15,17
36,F,5410,Celibataire,Consulting,TechLead,9,18,16,14,3,3,2,2,4,3,3,Oui,0.11,Non,0,2,2,4,InfraCloud,Occasionnel,5,12
44,F,7978,Marie,Consulting,Manager,1,10,10,7,1,3,3,4,4,3,3,Non,0.11,Oui,1,2,15,3,TransformationDigitale,Occasionnel,0,5
28,M,3867,Marie,Consulting,Consultant,1,2,2,2,4,2,1,4,2,3,3,Oui,0.12,Non,1,2,2,3,InfraCloud,Frequent,2,2
51,F,2838,Celibataire,Consulting,Consultant,0,8,7,0,2,2,1,3,2,2,3,Non,0.14,Non,0,6,6,2,TransformationDigitale,Frequent,7,7
30,F,4695,Celibataire,Consulting,TechLead,7,10,8,4,3,3,2,3,3,3,3,Oui,0.18,Non,0,3,9,2,TransformationDigitale,Aucun,1,7
29,F,3339,Divorce,Consulting,Consultant,3,10,7,7,2,3,1,3,1,3,3,Oui,0.13,Oui,2,2,7,3,Entrepreunariat,Occasionnel,7,7
28,M,2080,Celibataire,Consulting,AssistantdeDirection,2,5,3,2,4,3,1,1,2,2,3,Non,0.11,Non,0,2,1,3,Entrepreunariat,Occasionnel,1,2
25,F,2096,Celibataire,Consulting,AssistantdeDirection,1,2,2,2,4,3,1,2,4,2,3,Non,0.18,Non,0,3,1,3,TransformationDigitale,Occasionnel,2,1
32,M,6209,Marie,Commercial,CadreCommercial,1,10,10,7,3,4,2,4,3,4,3,Non,0.15,Non,2,4,8,3,TransformationDigitale,Occasionnel,0,8
45,F,18061,Celibataire,Consulting,SeniorManager,3,22,0,0,2,3,5,2,3,3,4,Non,0.22,Non,0,4,25,3,TransformationDigitale,Frequent,0,0
39,F,17123,Divorce,Consulting,SeniorManager,6,21,19,9,3,2,4,2,4,3,3,Oui,0.13,Non,2,4,13,4,TransformationDigitale,Occasionnel,15,2
58,M,2372,Divorce,Consulting,AssistantdeDirection,1,2,2,2,1,3,1,3,4,3,3,Non,0.12,Non,2,3,23,4,InfraCloud,Occasionnel,2,2
32,M,4883,Marie,Consulting,Consultant,1,10,10,4,4,3,2,3,1,3,3,Non,0.18,Oui,1,3,7,2,InfraCloud,Occasionnel,1,1
39,M,3904,Celibataire,Consulting,AssistantdeDirection,0,6,5,2,3,3,1,1,1,3,3,Non,0.13,Oui,0,2,23,3,TransformationDigitale,Occasionnel,0,3
30,F,4627,Marie,Consulting,Consultant,0,10,9,2,1,2,2,4,1,3,3,Non,0.12,Non,1,6,6,3,Entrepreunariat,Occasionnel,6,7
36,F,7094,Marie,Consulting,Manager,3,10,7,7,4,3,3,3,1,3,3,Non,0.12,Non,0,0,10,4,Entrepreunariat,Occasionnel,1,7
46,F,3423,Celibataire,RessourcesHumaines,RessourcesHumaines,6,10,7,6,4,3,1,1,3,4,3,Non,0.12,Non,0,3,1,2,InfraCloud,Occasionnel,5,7
28,F,6674,Marie,Consulting,Consultant,0,10,9,8,3,1,2,4,1,3,3,Non,0.11,Non,3,6,1,3,InfraCloud,Aucun,7,5
50,F,16880,Marie,Consulting,DirecteurTechnique,4,25,3,2,4,3,4,1,2,3,3,Oui,0.11,Non,0,2,28,3,InfraCloud,Occasionnel,1,2
40,M,9094,Celibataire,Commercial,CadreCommercial,2,9,5,4,4,2,3,2,3,3,3,Oui,0.12,Oui,0,2,25,4,Marketing,Occasionnel,1,0
52,M,8446,Celibataire,Commercial,CadreCommercial,9,10,8,7,2,3,3,2,3,2,3,Oui,0.19,Oui,0,2,5,3,InfraCloud,Occasionnel,7,7
30,F,11916,Marie,Consulting,SeniorManager,1,9,9,1,2,3,3,1,4,3,4,Oui,0.23,Non,2,2,17,4,TransformationDigitale,Occasionnel,0,8
39,M,4534,Celibataire,Consulting,TechLead,0,9,8,7,1,3,2,3,1,3,3,Non,0.11,Non,0,6,18,2,InfraCloud,Occasionnel,1,7
31,F,9852,Divorce,Commercial,CadreCommercial,1,10,10,8,4,3,3,3,1,2,3,Oui,0.19,Non,1,5,2,4,InfraCloud,Aucun,9,6
41,M,6151,Celibataire,Commercial,CadreCommercial,1,19,19,2,3,1,2,2,1,3,3,Non,0.13,Non,0,4,10,2,TransformationDigitale,Aucun,11,9
31,F,2302,Celibataire,Commercial,ReprésentantCommercial,1,3,3,2,4,3,1,2,1,4,3,Oui,0.11,Oui,0,2,1,3,InfraCloud,Frequent,2,2
44,M,2362,Marie,Consulting,Consultant,4,10,3,2,1,3,1,1,3,4,3,Non,0.12,Oui,0,4,3,3,InfraCloud,Occasionnel,1,2
42,M,17861,Marie,Consulting,SeniorManager,0,21,20,8,3,3,4,3,4,2,3,Oui,0.13,Non,0,3,2,1,InfraCloud,Aucun,2,10
55,F,19187,Marie,Consulting,SeniorManager,4,23,19,9,4,1,5,3,4,3,3,Non,0.14,Non,1,5,2,2,TransformationDigitale,Occasionnel,9,11
56,M,19717,Celibataire,RessourcesHumaines,SeniorManager,6,36,7,3,4,3,5,2,1,3,3,Non,0.14,Non,0,4,8,4,InfraCloud,Occasionnel,7,7
40,M,3544,Divorce,Consulting,AssistantdeDirection,9,6,4,2,3,3,1,3,2,3,3,Non,0.16,Non,1,0,16,2,InfraCloud,Aucun,0,0
34,M,8500,Divorce,Consulting,Manager,0,10,9,7,4,3,3,4,4,2,3,Non,0.11,Non,1,0,9,3,InfraCloud,Occasionnel,1,6
40,M,4661,Celibataire,Consulting,AssistantdeDirection,1,9,9,8,3,3,2,4,3,3,3,Non,0.13,Non,0,4,2,3,InfraCloud,Occasionnel,8,8
41,F,4103,Divorce,Commercial,CadreCommercial,0,10,9,3,3,3,2,1,4,3,3,Non,0.17,Non,1,2,1,3,Marketing,Frequent,1,7
35,M,4249,Celibataire,Consulting,AssistantdeDirection,1,9,9,6,3,3,2,3,2,3,3,Oui,0.11,Non,0,3,4,4,InfraCloud,Frequent,1,1
51,M,14026,Divorce,RessourcesHumaines,SeniorManager,1,33,33,9,3,3,4,2,2,3,3,Oui,0.11,Non,1,2,5,3,InfraCloud,Occasionnel,0,10
38,F,6893,Divorce,Commercial,CadreCommercial,3,11,7,7,2,3,2,1,4,3,3,Non,0.15,Non,1,3,2,2,InfraCloud,Occasionnel,1,7
34,F,6125,Celibataire,Commercial,CadreCommercial,1,10,10,8,3,3,2,1,4,4,3,Non,0.12,Non,0,6,15,2,TransformationDigitale,Occasionnel,9,6
25,M,3669,Marie,Consulting,Consultant,3,7,3,2,4,3,1,4,3,2,3,Non,0.11,Non,3,6,19,1,TransformationDigitale,Occasionnel,1,2
58,F,10008,Marie,Consulting,TechLead,7,31,10,9,3,2,3,1,4,2,3,Oui,0.14,Oui,0,0,7,4,TransformationDigitale,Occasionnel,5,9
40,M,2387,Marie,Consulting,Consultant,3,7,4,2,2,3,1,2,3,3,4,Non,0.22,Non,1,3,1,4,InfraCloud,Occasionnel,0,3
36,F,4639,Marie,Commercial,CadreCommercial,2,17,15,7,1,4,2,1,4,2,3,Non,0.16,Non,1,2,7,3,Marketing,Frequent,6,13
48,M,7898,Celibataire,Consulting,TechLead,1,11,10,9,4,3,3,4,3,3,3,Non,0.11,Non,0,2,4,3,InfraCloud,Occasionnel,0,8
27,F,2534,Marie,Commercial,ReprésentantCommercial,8,5,1,0,3,4,1,4,2,3,3,Non,0.14,Non,1,4,11,3,TransformationDigitale,Occasionnel,0,0
51,F,13142,Celibataire,Consulting,TechLead,3,29,5,2,4,2,4,2,2,2,3,Non,0.16,Non,0,1,11,2,Entrepreunariat,Occasionnel,0,3
18,F,1611,Celibataire,Consulting,Consultant,1,0,0,0,4,3,1,4,3,4,3,Non,0.15,Non,0,5,1,3,InfraCloud,Aucun,0,0
35,F,5363,Marie,Consulting,Consultant,0,10,9,7,4,2,2,4,2,3,3,Non,0.12,Non,1,0,1,3,TransformationDigitale,Occasionnel,0,0
27,M,5071,Celibataire,Commercial,CadreCommercial,3,8,6,2,4,1,2,4,2,3,4,Non,0.2,Non,0,3,2,1,InfraCloud,Frequent,0,0
55,M,13695,Celibataire,Commercial,CadreCommercial,6,24,19,7,1,4,4,3,3,2,3,Oui,0.17,Oui,0,2,13,4,Marketing,Occasionnel,3,8
56,M,13402,Marie,Consulting,TechLead,4,33,19,16,4,3,4,2,1,3,3,Oui,0.12,Non,1,0,23,3,InfraCloud,Occasionnel,15,9
34,F,2029,Divorce,Consulting,AssistantdeDirection,1,5,5,4,1,2,1,3,3,3,4,Non,0.2,Non,3,2,26,1,Entrepreunariat,Aucun,0,0
40,F,6377,Divorce,Consulting,Manager,5,15,12,11,2,4,2,3,2,3,4,Non,0.2,Non,3,0,2,1,TransformationDigitale,Occasionnel,11,8
34,M,5429,Marie,Consulting,Consultant,4,10,8,7,2,3,2,3,1,3,3,Non,0.13,Non,2,1,29,3,TransformationDigitale,Occasionnel,7,7
31,F,2785,Celibataire,Commercial,ReprésentantCommercial,7,3,1,0,3,2,1,4,3,4,3,Non,0.14,Oui,0,3,2,3,InfraCloud,Frequent,0,0
35,F,4614,Marie,Commercial,CadreCommercial,0,5,4,2,4,3,2,3,3,2,3,Oui,0.18,Oui,1,0,18,4,Marketing,Frequent,3,2
38,M,2610,Divorce,Consulting,AssistantdeDirection,1,4,4,2,4,4,1,3,4,3,3,Non,0.11,Non,3,2,7,3,InfraCloud,Frequent,0,3
34,F,6687,Celibataire,Consulting,Manager,1,14,14,11,3,3,2,4,4,4,3,Non,0.11,Non,0,2,2,4,Entrepreunariat,Occasionnel,4,11
28,M,4724,Marie,Commercial,CadreCommercial,1,5,5,3,3,2,2,1,3,3,3,Non,0.11,Non,1,0,26,3,InfraCloud,Occasionnel,0,4
